ID_Produk_Sintetis,Nama Produk,Kategori Produk,Harga Produk,Review,Family_Template,kategori_grouped,jenis_produk,merek,warna,material,bentuk_kemasan,log_harga,is_non_brand,berat_kg,tebal_mm,tebal_micron,jumlah_pcs,jumlah_lembar,jumlah_roll,jumlah_set,ukuran_cm,panjang_meter,yard,box_panjang_cm,box_lebar_cm,box_tinggi_cm,log_volume_box_cm3,lebar_cm_roll,panjang_meter_roll,lebar_pair_yard,panjang_yard_pair,is_bflute,is_cflute,is_foam,is_kraft,is_roll,jumlah_dimensi_x,panjang_nama,jumlah_token,Review_Bin_Saran,Split_Saran,Nama_Produk_Normalized
SYN-5000-00011,Kantong Plastik Laundry PP 50 cm x 75 cm,Perlengkapan Rumah,14000,3.0,laundry_pp,Perlengkapan Rumah,plastik,lainnya,lainnya,pp,lainnya,9.546884034617925,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,40,9,2.5-3,train,kantong plastik laundry pp 50 cm x 75 cm
SYN-5000-00012,Wrapping Hitam 30 cm x 100 meter,Kemasan Fleksibel,29000,3.0,wrapping,Kemasan Fleksibel,wrapping,lainnya,hitam,lainnya,lainnya,10.275085591132715,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,0.0,0.0,0,0,0,0,0,1,32,7,2.5-3,validation,wrapping hitam 30 cm x 100 meter
SYN-5000-00013,Lakban Hiro Putih 45 mm x 100 yard,Perekat,10500,3.5,lakban,Perekat,lakban,hiro,putih,lainnya,lainnya,9.259225769705994,0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,100.0,0,0,0,0,0,1,34,8,3.5-4,train,lakban hiro putih 45 mm x 100 yard
SYN-5000-00014,Plastik PE 20 cm x 35 cm,Peralatan Industri,5000,3.0,plastik_hdpe,Peralatan Industri,plastik pe,lainnya,lainnya,pe,lainnya,8.517393171418904,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,24,7,2.5-3,validation,plastik pe 20 cm x 35 cm
SYN-5000-00015,Wrapping Hitam 30 cm x 250 meter,Kemasan Fleksibel,35000,4.0,wrapping,Kemasan Fleksibel,wrapping,lainnya,hitam,lainnya,lainnya,10.463131911491967,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,250.0,0.0,0.0,0.0,0.0,0.0,30.0,250.0,0.0,0.0,0,0,0,0,0,1,32,7,3.5-4,train,wrapping hitam 30 cm x 250 meter
SYN-5000-00016,Wrapping Bening 10 cm x 200 meter,Kemasan Fleksibel,15500,3.5,wrapping,Kemasan Fleksibel,wrapping,lainnya,bening,lainnya,lainnya,9.648659816955295,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,10.0,200.0,0.0,0.0,0,0,0,0,0,1,33,7,3.5-4,test,wrapping bening 10 cm x 200 meter
SYN-5000-00017,Wrapping Bening 30 cm x 175 meter,Kemasan Fleksibel,24500,3.5,wrapping,Kemasan Fleksibel,wrapping,lainnya,bening,lainnya,lainnya,10.106469212026385,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,175.0,0.0,0.0,0.0,0.0,0.0,30.0,175.0,0.0,0.0,0,0,0,0,0,1,33,7,3.5-4,train,wrapping bening 30 cm x 175 meter
SYN-5000-00018,Kantong Plastik Laundry PP 40 cm x 60 cm,Perlengkapan Rumah,8700,3.0,laundry_pp,Perlengkapan Rumah,plastik,lainnya,lainnya,pp,lainnya,9.071193240566025,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,40,9,2.5-3,train,kantong plastik laundry pp 40 cm x 60 cm
SYN-5000-00019,PE Foam 125 cm x 250 meter x 4 mm,Material Busa,460000,3.5,pe_foam,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,13.038983942375959,0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,0,2,33,10,3.5-4,train,pe foam 125 cm x 250 meter x 4 mm
SYN-5000-00020,Tali Rafia Biru 1kg,Pengikat,12500,3.5,tali_rafia,Pengikat,lainnya,lainnya,biru,lainnya,lainnya,9.433563920090563,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,19,4,3.5-4,train,tali rafia biru 1kg
SYN-5000-00021,Plastik PE 40 cm x 60 cm,Peralatan Industri,8300,2.0,plastik_hdpe,Peralatan Industri,plastik pe,lainnya,lainnya,pe,lainnya,9.024131268455035,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,24,7,1-2,validation,plastik pe 40 cm x 60 cm
SYN-5000-00022,Plastik Sampah Jumbo PE 120 cm x 180 cm,Perlengkapan Rumah,59000,3.0,trash_bag,Perlengkapan Rumah,plastik,lainnya,lainnya,pe,lainnya,10.985309671896763,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,39,9,2.5-3,train,plastik sampah jumbo pe 120 cm x 180 cm
SYN-5000-00023,Plastik HD 80 cm x 120 cm,Peralatan Industri,30000,3.0,plastik_hdpe,Peralatan Industri,plastik hd,lainnya,lainnya,hd,lainnya,10.308985993422082,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,25,7,2.5-3,train,plastik hd 80 cm x 120 cm
SYN-5000-00024,Bubble Wrap SmilePack Bening 3.0kg 60 cm x 25 meter,Pelindung Kemasan,79000,4.0,bubble_wrap,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,11.277215789596893,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,0.0,0.0,0,0,0,0,0,1,51,10,3.5-4,train,bubble wrap smilepack bening 3.0kg 60 cm x 25 meter
SYN-5000-00025,Lakban Joyko Biru 48 mm x 120 yard,Perekat,9200,3.5,lakban,Perekat,lakban,joyko,biru,lainnya,lainnya,9.127067452782361,0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,120.0,0,0,0,0,0,1,34,8,3.5-4,test,lakban joyko biru 48 mm x 120 yard
SYN-5000-00026,Lakban Yatta Biru 45 mm x 50 yard,Perekat,5900,3.5,lakban,Perekat,lakban,yatta,biru,lainnya,lainnya,8.682877107057168,0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,50.0,0,0,0,0,0,1,33,8,3.5-4,train,lakban yatta biru 45 mm x 50 yard
SYN-5000-00027,Plastik Polymailer Hitam 40 cm x 55 cm,Kemasan Pengiriman,14500,3.0,polymailer,Kemasan Pengiriman,plastik,lainnya,hitam,lainnya,lainnya,9.581972891547895,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,38,8,2.5-3,train,plastik polymailer hitam 40 cm x 55 cm
SYN-5000-00028,Tape Cutter Joyko,Alat Pengemasan,23500,3.0,tools,Alat Pengemasan,cutter,joyko,lainnya,lainnya,lainnya,10.064798252418377,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,17,3,2.5-3,train,tape cutter joyko
SYN-5000-00029,Karung Plastik Jumbo 100 cm x 150 cm,Perlengkapan Pengemasan,41000,3.0,karung,Perlengkapan Pengemasan,plastik,lainnya,lainnya,lainnya,lainnya,10.62135173563291,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,36,8,2.5-3,train,karung plastik jumbo 100 cm x 150 cm
SYN-5000-00030,Tape Cutter Deli,Alat Pengemasan,21000,4.5,tools,Alat Pengemasan,cutter,deli,lainnya,lainnya,lainnya,9.952325334619427,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,16,3,4.5-5,test,tape cutter deli
SYN-5000-00031,Bubble Wrap SmilePack Bening 2.2kg 60 cm x 100 meter,Pelindung Kemasan,103500,3.5,bubble_wrap,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,11.547336553476635,0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,0.0,0.0,0,0,0,0,0,1,52,10,3.5-4,test,bubble wrap smilepack bening 2.2kg 60 cm x 100 meter
SYN-5000-00032,Plastik Sampah Jumbo PE 100 cm x 150 cm,Perlengkapan Rumah,39500,3.0,trash_bag,Perlengkapan Rumah,plastik,lainnya,lainnya,pe,lainnya,10.584081267024454,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,39,9,2.5-3,test,plastik sampah jumbo pe 100 cm x 150 cm
SYN-5000-00033,Plastik PE 30 cm x 40 cm,Peralatan Industri,9000,3.0,plastik_hdpe,Peralatan Industri,plastik pe,lainnya,lainnya,pe,lainnya,9.105090961257085,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,24,7,2.5-3,validation,plastik pe 30 cm x 40 cm
SYN-5000-00034,Wrapping Bening 50 cm x 250 meter,Kemasan Fleksibel,55000,3.0,wrapping,Kemasan Fleksibel,wrapping,lainnya,bening,lainnya,lainnya,10.915106645867503,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,250.0,0.0,0.0,0.0,0.0,0.0,50.0,250.0,0.0,0.0,0,0,0,0,0,1,33,7,2.5-3,test,wrapping bening 50 cm x 250 meter
SYN-5000-00035,Lakban SmilePack Bening 45 mm x 120 yard,Perekat,12500,3.0,lakban,Perekat,lakban,smilepack,bening,lainnya,lainnya,9.433563920090563,0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,120.0,0,0,0,0,0,1,40,8,2.5-3,train,lakban smilepack bening 45 mm x 120 yard
SYN-5000-00036,Double Tape Foam Non Brand 12 mm x 10 meter,Perekat,20000,3.0,double_tape,Perekat,pe foam,non brand,lainnya,foam,lainnya,9.90353755128617,1,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,43,10,2.5-3,train,double tape foam non brand 12 mm x 10 meter
SYN-5000-00037,Kardus Packing 34 cm x 19 cm x 9 cm BFlute,Kardus Kemasan,3800,2.5,kardus,Kardus Kemasan,kardus,lainnya,lainnya,bflute,lainnya,8.24301946898925,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,19.0,9.0,8.668196064952765,0.0,0.0,0.0,0.0,1,0,0,0,0,2,42,11,2.5-3,train,kardus packing 34 cm x 19 cm x 9 cm bflute
SYN-5000-00038,Plastik HD 40 cm x 60 cm,Peralatan Industri,5600,3.5,plastik_hdpe,Peralatan Industri,plastik hd,lainnya,lainnya,hd,lainnya,8.630700432209832,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,24,7,3.5-4,train,plastik hd 40 cm x 60 cm
SYN-5000-00039,Bubble Wrap Non Brand Bening 2.7kg 30 cm x 100 meter,Pelindung Kemasan,78500,3.0,bubble_wrap,Pelindung Kemasan,bubble wrap,non brand,bening,lainnya,lainnya,11.270866642542865,1,2.7,0.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,0.0,0.0,0,0,0,0,0,1,52,11,2.5-3,test,bubble wrap non brand bening 2.7kg 30 cm x 100 meter
SYN-5000-00040,Lakban Joyko Bening 45 mm x 70 yard,Perekat,7200,3.5,lakban,Perekat,lakban,joyko,bening,lainnya,lainnya,8.881975184248867,0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,70.0,0,0,0,0,0,1,35,8,3.5-4,train,lakban joyko bening 45 mm x 70 yard
SYN-5000-00041,Bubble Wrap SmilePack Bening 2.4kg 30 cm x 25 meter,Pelindung Kemasan,48000,4.0,bubble_wrap,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,10.778977123006351,0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0,0,0,0,0,1,51,10,3.5-4,train,bubble wrap smilepack bening 2.4kg 30 cm x 25 meter
SYN-5000-00042,Plastik Polymailer Putih 40 cm x 55 cm,Kemasan Pengiriman,12000,3.5,polymailer,Kemasan Pengiriman,plastik,lainnya,putih,lainnya,lainnya,9.392745258631441,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,38,8,3.5-4,train,plastik polymailer putih 40 cm x 55 cm
SYN-5000-00043,Bubble Wrap Non Brand Hitam 3.0kg 125 cm x 50 meter,Pelindung Kemasan,83500,3.0,bubble_wrap,Pelindung Kemasan,bubble wrap,non brand,hitam,lainnya,lainnya,11.332613886815139,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0,0,0,0,0,1,51,11,2.5-3,train,bubble wrap non brand hitam 3.0kg 125 cm x 50 meter
SYN-5000-00044,Lakban Joyko Bening 45 mm x 50 yard,Perekat,7000,3.5,lakban,Perekat,lakban,joyko,bening,lainnya,lainnya,8.853808274977197,0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,50.0,0,0,0,0,0,1,35,8,3.5-4,train,lakban joyko bening 45 mm x 50 yard
SYN-5000-00045,Bubble Wrap Sanpack Bening 2.7kg 125 cm x 25 meter,Pelindung Kemasan,85500,3.5,bubble_wrap,Pelindung Kemasan,bubble wrap,sanpack,bening,lainnya,lainnya,11.356283350762888,0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0,0,0,0,0,1,50,10,3.5-4,train,bubble wrap sanpack bening 2.7kg 125 cm x 25 meter
SYN-5000-00046,Isi Cutter Besar Joyko L150,Alat Pengemasan,12500,2.5,tools,Alat Pengemasan,cutter,joyko,lainnya,lainnya,lainnya,9.433563920090563,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,27,5,2.5-3,train,isi cutter besar joyko l150
SYN-5000-00047,PE Foam 125 cm x 250 meter x 1 mm,Material Busa,219000,3.5,pe_foam,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,12.296831574998258,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,0,2,33,10,3.5-4,train,pe foam 125 cm x 250 meter x 1 mm
SYN-5000-00048,Lakban Non Brand Bening 45 mm x 85 yard,Perekat,7400,2.5,lakban,Perekat,lakban,non brand,bening,lainnya,lainnya,8.909370405197466,1,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,85.0,0,0,0,0,0,1,39,9,2.5-3,train,lakban non brand bening 45 mm x 85 yard
SYN-5000-00049,Lakban Sanpack Putih 48 mm x 85 yard,Perekat,8500,3.0,lakban,Perekat,lakban,sanpack,putih,lainnya,lainnya,9.04793908261736,0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,85.0,0,0,0,0,0,1,36,8,2.5-3,train,lakban sanpack putih 48 mm x 85 yard
SYN-5000-00050,Sticker Thermal Lipat 100 mm x 150 mm 500 lembar,Label,44000,3.5,label_thermal,Label,thermal,lainnya,lainnya,thermal,lembar,10.691967639914864,0,0.0,100.0,0.0,0.0,500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,48,10,3.5-4,train,sticker thermal lipat 100 mm x 150 mm 500 lembar
SYN-5000-00051,Plastik HD 60 cm x 100 cm,Peralatan Industri,20500,3.0,plastik_hdpe,Peralatan Industri,plastik hd,lainnya,lainnya,hd,lainnya,9.928228944424575,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,25,7,2.5-3,test,plastik hd 60 cm x 100 cm
SYN-5000-00052,Kantong Plastik Sampah 80 cm x 100 cm,Perlengkapan Rumah,22000,3.0,trash_bag,Perlengkapan Rumah,plastik,lainnya,lainnya,lainnya,lainnya,9.99884318585288,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,37,8,2.5-3,validation,kantong plastik sampah 80 cm x 100 cm
SYN-5000-00053,Lakban Sanpack Bening 45 mm x 50 yard,Perekat,4700,4.0,lakban,Perekat,lakban,sanpack,bening,lainnya,lainnya,8.45553053102413,0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,50.0,0,0,0,0,0,1,37,8,3.5-4,train,lakban sanpack bening 45 mm x 50 yard
SYN-5000-00054,Lakban Yatta Coklat 48 mm x 65 yard,Perekat,7100,4.0,lakban,Perekat,lakban,yatta,coklat,lainnya,lainnya,8.867990898182093,0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,65.0,0,0,0,0,0,1,35,8,3.5-4,test,lakban yatta coklat 48 mm x 65 yard
SYN-5000-00055,PE Foam 125 cm x 250 meter x 2 mm,Material Busa,252500,4.0,pe_foam,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,12.439170488085749,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,0,2,33,10,3.5-4,train,pe foam 125 cm x 250 meter x 2 mm
SYN-5000-00056,Kardus Packing 62 cm x 28 cm x 27 cm BFlute,Kardus Kemasan,4100,3.0,kardus,Kardus Kemasan,kardus,lainnya,lainnya,bflute,lainnya,8.31898612539206,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,28.0,27.0,10.755197095695797,0.0,0.0,0.0,0.0,1,0,0,0,0,2,43,11,2.5-3,test,kardus packing 62 cm x 28 cm x 27 cm bflute
SYN-5000-00057,Plastik HD 25 cm x 40 cm,Peralatan Industri,6700,1.5,plastik_hdpe,Peralatan Industri,plastik hd,lainnya,lainnya,hd,lainnya,8.81001204797317,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,24,7,1-2,train,plastik hd 25 cm x 40 cm
SYN-5000-00058,Lakban Yatta Putih 48 mm x 90 yard,Perekat,11000,3.0,lakban,Perekat,lakban,yatta,putih,lainnya,lainnya,9.305741456739435,0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,90.0,0,0,0,0,0,1,34,8,2.5-3,train,lakban yatta putih 48 mm x 90 yard
SYN-5000-00059,Plastik Polymailer Putih 40 cm x 55 cm,Kemasan Pengiriman,12000,4.0,polymailer,Kemasan Pengiriman,plastik,lainnya,putih,lainnya,lainnya,9.392745258631441,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,38,8,3.5-4,train,plastik polymailer putih 40 cm x 55 cm
SYN-5000-00060,PE Foam 125 cm x 250 meter x 1 mm,Material Busa,236000,4.0,pe_foam,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,12.371591321286905,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,0,2,33,10,3.5-4,train,pe foam 125 cm x 250 meter x 1 mm
SYN-5000-00061,Bubble Wrap Sanpack Hitam 3.0kg 125 cm x 25 meter,Pelindung Kemasan,81000,4.0,bubble_wrap,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,11.302216779257382,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0,0,0,0,0,1,49,10,3.5-4,train,bubble wrap sanpack hitam 3.0kg 125 cm x 25 meter
SYN-5000-00062,Kantong Plastik Sampah 80 cm x 100 cm,Perlengkapan Rumah,19500,2.5,trash_bag,Perlengkapan Rumah,plastik,lainnya,lainnya,lainnya,lainnya,9.87822102528824,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,37,8,2.5-3,train,kantong plastik sampah 80 cm x 100 cm
