ID_Produk_Sintetis,Nama Produk,Kategori Produk,Harga Produk,Review,Family_Template,kategori_grouped,jenis_produk,merek,warna,material,bentuk_kemasan,log_harga,is_non_brand,berat_kg,tebal_mm,tebal_micron,jumlah_pcs,jumlah_lembar,jumlah_roll,jumlah_set,ukuran_cm,panjang_meter,yard,box_panjang_cm,box_lebar_cm,box_tinggi_cm,log_volume_box_cm3,lebar_cm_roll,panjang_meter_roll,lebar_pair_yard,panjang_yard_pair,is_bflute,is_cflute,is_foam,is_kraft,is_roll,jumlah_dimensi_x,panjang_nama,jumlah_token,Review_Bin_Saran,Split_Saran,Nama_Produk_Normalized
SYN-2000-00011,Kantong Plastik Laundry PP 60 cm x 90 cm,Perlengkapan Rumah,19500,3.0,laundry_pp,Perlengkapan Rumah,plastik,lainnya,lainnya,pp,lainnya,9.87822102528824,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,40,9,2.5-3,train,kantong plastik laundry pp 60 cm x 90 cm
SYN-2000-00012,Tali Rafia Hitam 1kg,Pengikat,9000,3.5,tali_rafia,Pengikat,lainnya,lainnya,hitam,lainnya,lainnya,9.105090961257085,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20,4,3.5-4,train,tali rafia hitam 1kg
SYN-2000-00013,Lakban Yatta Bening 45 mm x 120 yard,Perekat,11500,3.5,lakban,Perekat,lakban,yatta,bening,lainnya,lainnya,9.350189267092581,0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,120.0,0,0,0,0,0,1,36,8,3.5-4,train,lakban yatta bening 45 mm x 120 yard
SYN-2000-00014,Plastik PE 20 cm x 35 cm,Peralatan Industri,1600,3.5,plastik_hdpe,Peralatan Industri,plastik pe,lainnya,lainnya,pe,lainnya,7.3783837129967145,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,24,7,3.5-4,test,plastik pe 20 cm x 35 cm
SYN-2000-00015,Wrapping Bening 50 cm x 150 meter,Kemasan Fleksibel,32000,3.0,wrapping,Kemasan Fleksibel,wrapping,lainnya,bening,lainnya,lainnya,10.373522431293592,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,150.0,0.0,0.0,0.0,0.0,0.0,50.0,150.0,0.0,0.0,0,0,0,0,0,1,33,7,2.5-3,train,wrapping bening 50 cm x 150 meter
SYN-2000-00016,Lakban SmilePack Merah 48 mm x 100 yard,Perekat,10500,3.5,lakban,Perekat,lakban,smilepack,merah,lainnya,lainnya,9.259225769705994,0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,100.0,0,0,0,0,0,1,39,8,3.5-4,validation,lakban smilepack merah 48 mm x 100 yard
SYN-2000-00017,PE Foam 125 cm x 250 meter x 5 mm,Material Busa,499000,4.0,pe_foam,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,13.120363378739663,0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,0,2,33,10,3.5-4,train,pe foam 125 cm x 250 meter x 5 mm
SYN-2000-00018,Kantong Plastik Laundry PP 30 cm x 50 cm,Perlengkapan Rumah,5500,3.5,laundry_pp,Perlengkapan Rumah,plastik,lainnya,lainnya,pp,lainnya,8.612685172875459,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,40,9,3.5-4,train,kantong plastik laundry pp 30 cm x 50 cm
SYN-2000-00019,Sticker Thermal Lipat 60 mm x 40 mm 1000 lembar,Label,52500,3.0,label_thermal,Label,thermal,lainnya,lainnya,thermal,lembar,10.868587496017359,0,0.0,60.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,47,10,2.5-3,train,sticker thermal lipat 60 mm x 40 mm 1000 lembar
SYN-2000-00020,Wrapping Bening 50 cm x 270 meter,Kemasan Fleksibel,60000,3.5,wrapping,Kemasan Fleksibel,wrapping,lainnya,bening,lainnya,lainnya,11.002116507732017,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,270.0,0.0,0.0,0.0,0.0,0.0,50.0,270.0,0.0,0.0,0,0,0,0,0,1,33,7,3.5-4,train,wrapping bening 50 cm x 270 meter
SYN-2000-00021,Bubble Wrap Upack Bening 2.2kg 30 cm x 25 meter,Pelindung Kemasan,61500,3.5,bubble_wrap,Pelindung Kemasan,bubble wrap,upack,bening,lainnya,lainnya,11.026808713825016,0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0,0,0,0,0,1,47,10,3.5-4,train,bubble wrap upack bening 2.2kg 30 cm x 25 meter
SYN-2000-00022,Bubble Wrap Upack Bening 2.4kg 30 cm x 25 meter,Pelindung Kemasan,62500,4.5,bubble_wrap,Pelindung Kemasan,bubble wrap,upack,bening,lainnya,lainnya,11.042937835596494,0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,0,0,0,0,0,1,47,10,4.5-5,test,bubble wrap upack bening 2.4kg 30 cm x 25 meter
SYN-2000-00023,Sticker Thermal Lipat 60 mm x 40 mm 1000 lembar,Label,55500,3.5,label_thermal,Label,thermal,lainnya,lainnya,thermal,lembar,10.92415631759022,0,0.0,60.0,0.0,0.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,47,10,3.5-4,train,sticker thermal lipat 60 mm x 40 mm 1000 lembar
SYN-2000-00024,Kantong Plastik Laundry PP 30 cm x 50 cm,Perlengkapan Rumah,5700,3.0,laundry_pp,Perlengkapan Rumah,plastik,lainnya,lainnya,pp,lainnya,8.648396877031582,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,40,9,2.5-3,train,kantong plastik laundry pp 30 cm x 50 cm
SYN-2000-00025,Plastik HD 20 cm x 35 cm,Peralatan Industri,1000,4.0,plastik_hdpe,Peralatan Industri,plastik hd,lainnya,lainnya,hd,lainnya,6.90875477931522,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,24,7,3.5-4,train,plastik hd 20 cm x 35 cm
SYN-2000-00026,Kardus Packing 34 cm x 30 cm x 9 cm CFlute,Kardus Kemasan,3400,3.5,kardus,Kardus Kemasan,kardus,lainnya,lainnya,cflute,lainnya,8.131824785007195,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,34.0,30.0,9.0,9.1248914101437,0.0,0.0,0.0,0.0,0,1,0,0,0,2,42,11,3.5-4,validation,kardus packing 34 cm x 30 cm x 9 cm cflute
SYN-2000-00027,Bubble Wrap SmilePack Bening 3.0kg 125 cm x 50 meter,Pelindung Kemasan,94500,4.0,bubble_wrap,Pelindung Kemasan,bubble wrap,smilepack,bening,lainnya,lainnya,11.456365695436427,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0,0,0,0,0,1,52,10,3.5-4,train,bubble wrap smilepack bening 3.0kg 125 cm x 50 meter
SYN-2000-00028,Cutter Besar Deli L150,Alat Pengemasan,16500,3.0,tools,Alat Pengemasan,cutter,deli,lainnya,lainnya,lainnya,9.711176264112805,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,22,4,2.5-3,train,cutter besar deli l150
SYN-2000-00029,Kardus Packing 26 cm x 20 cm x 21 cm BFlute,Kardus Kemasan,4700,3.0,kardus,Kardus Kemasan,kardus,lainnya,lainnya,bflute,lainnya,8.45553053102413,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,26.0,20.0,21.0,9.298442820197728,0.0,0.0,0.0,0.0,1,0,0,0,0,2,43,11,2.5-3,train,kardus packing 26 cm x 20 cm x 21 cm bflute
SYN-2000-00030,Plastik Polymailer Hitam 35 cm x 50 cm,Kemasan Pengiriman,13500,2.5,polymailer,Kemasan Pengiriman,plastik,lainnya,hitam,lainnya,lainnya,9.510519035757246,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,38,8,2.5-3,train,plastik polymailer hitam 35 cm x 50 cm
SYN-2000-00031,Bubble Wrap GMP Bening 3.2kg 30 cm x 100 meter,Pelindung Kemasan,103000,4.0,bubble_wrap,Pelindung Kemasan,bubble wrap,gmp,bening,lainnya,lainnya,11.542493975902508,0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,0.0,0.0,0,0,0,0,0,1,46,10,3.5-4,validation,bubble wrap gmp bening 3.2kg 30 cm x 100 meter
SYN-2000-00032,Kantong Plastik Laundry PP 35 cm x 55 cm,Perlengkapan Rumah,6500,3.5,laundry_pp,Perlengkapan Rumah,plastik,lainnya,lainnya,pp,lainnya,8.77971129020447,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,40,9,3.5-4,train,kantong plastik laundry pp 35 cm x 55 cm
SYN-2000-00033,Double Tape Foam Deli 12 mm x 15 meter,Perekat,32500,3.5,double_tape,Perekat,pe foam,deli,lainnya,foam,lainnya,10.389026137075234,0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,38,9,3.5-4,train,double tape foam deli 12 mm x 15 meter
SYN-2000-00034,Bubble Wrap Sanpack Hitam 2.7kg 125 cm x 50 meter,Pelindung Kemasan,89500,3.0,bubble_wrap,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,11.402005077384885,0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0.0,0.0,0.0,125.0,50.0,0.0,0.0,0,0,0,0,0,1,49,10,2.5-3,train,bubble wrap sanpack hitam 2.7kg 125 cm x 50 meter
SYN-2000-00035,Lakban Fragile Bening SmilePack 48 mm x 65 yard,Perekat,8900,4.0,lakban,Perekat,lakban,smilepack,bening,lainnya,lainnya,9.093918908958932,0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,65.0,0,0,0,0,0,1,47,9,3.5-4,train,lakban fragile bening smilepack 48 mm x 65 yard
SYN-2000-00036,Lakban Deli Biru 45 mm x 90 yard,Perekat,10500,3.5,lakban,Perekat,lakban,deli,biru,lainnya,lainnya,9.259225769705994,0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,90.0,0,0,0,0,0,1,32,8,3.5-4,test,lakban deli biru 45 mm x 90 yard
SYN-2000-00037,Plastik PE 80 cm x 120 cm,Peralatan Industri,26500,3.5,plastik_hdpe,Peralatan Industri,plastik pe,lainnya,lainnya,pe,lainnya,10.184937747111391,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,25,7,3.5-4,train,plastik pe 80 cm x 120 cm
SYN-2000-00038,Plastik Polymailer Putih 30 cm x 40 cm,Kemasan Pengiriman,12000,3.0,polymailer,Kemasan Pengiriman,plastik,lainnya,putih,lainnya,lainnya,9.392745258631441,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,38,8,2.5-3,train,plastik polymailer putih 30 cm x 40 cm
SYN-2000-00039,Plastik Kresek Hitam 20 cm x 40 cm,Perlengkapan Rumah,4300,3.0,trash_bag,Perlengkapan Rumah,plastik,lainnya,hitam,lainnya,lainnya,8.366602832783736,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,34,8,2.5-3,train,plastik kresek hitam 20 cm x 40 cm
SYN-2000-00040,Kantong Plastik Laundry PP 60 cm x 90 cm,Perlengkapan Rumah,20500,2.5,laundry_pp,Perlengkapan Rumah,plastik,lainnya,lainnya,pp,lainnya,9.928228944424575,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,40,9,2.5-3,validation,kantong plastik laundry pp 60 cm x 90 cm
SYN-2000-00041,Karung Bagor Lembaran 120 cm x 10 meter,Perlengkapan Pengemasan,32500,3.0,karung,Perlengkapan Pengemasan,karung,lainnya,lainnya,lainnya,lainnya,10.389026137075234,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,10.0,0.0,0.0,0.0,0.0,0.0,120.0,10.0,0.0,0.0,0,0,0,0,0,1,39,8,2.5-3,train,karung bagor lembaran 120 cm x 10 meter
SYN-2000-00042,Tali Rafia Biru 50kg,Pengikat,777000,3.5,tali_rafia,Pengikat,lainnya,lainnya,biru,lainnya,lainnya,13.563196916350243,0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20,4,3.5-4,test,tali rafia biru 50kg
SYN-2000-00043,Double Tape Foam Non Brand 24 mm x 3 meter,Perekat,17000,3.5,double_tape,Perekat,pe foam,non brand,lainnya,foam,lainnya,9.741027444837728,1,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,42,10,3.5-4,train,double tape foam non brand 24 mm x 3 meter
SYN-2000-00044,Bubble Wrap Sanpack Hitam 2.2kg 60 cm x 25 meter,Pelindung Kemasan,61500,4.0,bubble_wrap,Pelindung Kemasan,bubble wrap,sanpack,hitam,lainnya,lainnya,11.026808713825016,0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,0.0,0.0,0,0,0,0,0,1,48,10,3.5-4,test,bubble wrap sanpack hitam 2.2kg 60 cm x 25 meter
SYN-2000-00045,Bubble Wrap Upack Hitam 2.4kg 125 cm x 25 meter,Pelindung Kemasan,77500,4.0,bubble_wrap,Pelindung Kemasan,bubble wrap,upack,hitam,lainnya,lainnya,11.258046118484,0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0,0,0,0,0,1,47,10,3.5-4,test,bubble wrap upack hitam 2.4kg 125 cm x 25 meter
SYN-2000-00046,Lakban Hiro Biru 48 mm x 100 yard,Perekat,11000,3.0,lakban,Perekat,lakban,hiro,biru,lainnya,lainnya,9.305741456739435,0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,100.0,0,0,0,0,0,1,33,8,2.5-3,train,lakban hiro biru 48 mm x 100 yard
SYN-2000-00047,Kantong Plastik Laundry PP 40 cm x 60 cm,Perlengkapan Rumah,12500,4.0,laundry_pp,Perlengkapan Rumah,plastik,lainnya,lainnya,pp,lainnya,9.433563920090563,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,40,9,3.5-4,train,kantong plastik laundry pp 40 cm x 60 cm
SYN-2000-00048,Sticker Thermal 100 mm x 100 mm 300 lembar,Label,24500,3.0,label_thermal,Label,thermal,lainnya,lainnya,thermal,lembar,10.106469212026385,0,0.0,100.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,42,9,2.5-3,train,sticker thermal 100 mm x 100 mm 300 lembar
SYN-2000-00049,PE Foam 125 cm x 250 meter x 1 mm,Material Busa,215000,3.5,pe_foam,Material Busa,pe foam,lainnya,lainnya,foam,lainnya,12.278397958261774,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0.0,0.0,0.0,125.0,250.0,0.0,0.0,0,0,1,0,0,2,33,10,3.5-4,train,pe foam 125 cm x 250 meter x 1 mm
SYN-2000-00050,Plastik HD 15 cm x 30 cm,Peralatan Industri,4300,1.5,plastik_hdpe,Peralatan Industri,plastik hd,lainnya,lainnya,hd,lainnya,8.366602832783736,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,24,7,1-2,train,plastik hd 15 cm x 30 cm
SYN-2000-00051,Lakban Deli Biru 45 mm x 85 yard,Perekat,7800,4.0,lakban,Perekat,lakban,deli,biru,lainnya,lainnya,8.962007209588313,0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,85.0,0,0,0,0,0,1,32,8,3.5-4,train,lakban deli biru 45 mm x 85 yard
SYN-2000-00052,Plastik Kresek Hitam 20 cm x 40 cm,Perlengkapan Rumah,2500,3.5,trash_bag,Perlengkapan Rumah,plastik,lainnya,hitam,lainnya,lainnya,7.824445930877619,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,34,8,3.5-4,train,plastik kresek hitam 20 cm x 40 cm
SYN-2000-00053,Bubble Wrap Upack Hitam 2.7kg 125 cm x 25 meter,Pelindung Kemasan,79500,4.5,bubble_wrap,Pelindung Kemasan,bubble wrap,upack,hitam,lainnya,lainnya,11.283524879179666,0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,0,0,0,0,0,1,47,10,4.5-5,train,bubble wrap upack hitam 2.7kg 125 cm x 25 meter
SYN-2000-00054,Plastik Polymailer Silver 30 cm x 40 cm,Kemasan Pengiriman,12000,3.5,polymailer,Kemasan Pengiriman,plastik,lainnya,silver,lainnya,lainnya,9.392745258631441,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,39,8,3.5-4,test,plastik polymailer silver 30 cm x 40 cm
SYN-2000-00055,Kardus Packing 62 cm x 28 cm x 27 cm BFlute,Kardus Kemasan,4700,2.5,kardus,Kardus Kemasan,kardus,lainnya,lainnya,bflute,lainnya,8.45553053102413,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,62.0,28.0,27.0,10.755197095695797,0.0,0.0,0.0,0.0,1,0,0,0,0,2,43,11,2.5-3,train,kardus packing 62 cm x 28 cm x 27 cm bflute
SYN-2000-00056,Plastik PE 15 cm x 30 cm,Peralatan Industri,3200,3.0,plastik_hdpe,Peralatan Industri,plastik pe,lainnya,lainnya,pe,lainnya,8.071218539969863,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,24,7,2.5-3,train,plastik pe 15 cm x 30 cm
SYN-2000-00057,Kantong Plastik Laundry PP 50 cm x 75 cm,Perlengkapan Rumah,18000,2.5,laundry_pp,Perlengkapan Rumah,plastik,lainnya,lainnya,pp,lainnya,9.798182590890704,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,40,9,2.5-3,train,kantong plastik laundry pp 50 cm x 75 cm
SYN-2000-00058,Kantong Plastik Laundry PP 50 cm x 75 cm,Perlengkapan Rumah,14000,4.0,laundry_pp,Perlengkapan Rumah,plastik,lainnya,lainnya,pp,lainnya,9.546884034617925,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,40,9,3.5-4,train,kantong plastik laundry pp 50 cm x 75 cm
SYN-2000-00059,Bubble Wrap GMP Bening 3.2kg 30 cm x 100 meter,Pelindung Kemasan,107000,4.0,bubble_wrap,Pelindung Kemasan,bubble wrap,gmp,bening,lainnya,lainnya,11.580593459194764,0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,0.0,0.0,0,0,0,0,0,1,46,10,3.5-4,train,bubble wrap gmp bening 3.2kg 30 cm x 100 meter
SYN-2000-00060,Bubble Wrap Upack Bening 2.2kg 30 cm x 100 meter,Pelindung Kemasan,93000,4.0,bubble_wrap,Pelindung Kemasan,bubble wrap,upack,bening,lainnya,lainnya,11.440365524765756,0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,0.0,0.0,0,0,0,0,0,1,48,10,3.5-4,test,bubble wrap upack bening 2.2kg 30 cm x 100 meter
SYN-2000-00061,Kardus Packing 65 cm x 35 cm x 30 cm BFlute,Kardus Kemasan,4500,3.5,kardus,Kardus Kemasan,kardus,lainnya,lainnya,bflute,lainnya,8.412054873292933,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,65.0,35.0,30.0,11.130947364954519,0.0,0.0,0.0,0.0,1,0,0,0,0,2,43,11,3.5-4,train,kardus packing 65 cm x 35 cm x 30 cm bflute
