log_harga,is_non_brand,berat_kg,tebal_mm,jumlah_lembar,ukuran_cm,panjang_meter,yard,box_panjang_cm,box_lebar_cm,box_tinggi_cm,log_volume_box_cm3,lebar_cm_roll,panjang_meter_roll,lebar_pair_yard,panjang_yard_pair,jumlah_dimensi_x,panjang_nama,jumlah_token,is_bflute,is_cflute,is_foam,is_kraft,kategori_produk,family_template,jenis_produk,merek,warna,material,bentuk_kemasan,review,review_count,review_std,review_nunique,nama_produk_normalized,split_grouped,has_box_dimension,has_roll_dimension,has_yard_dimension
11.204608499999999,0.0,2.9285,0.0,0.0,31.375,23.845,0.0,0.0,0.0,0.0,0.0,29.560000000000002,24.86,0.0,0.0,1.0,46.0,8.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,global,bening,lainnya,lainnya,4.5,2,0.0,1,bubble wrap global bening 3.2kg 30 cmx25 meter,train,0,1,0
11.537627833610571,0.0,3.2,0.0,0.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,0.0,0.0,1.0,49.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,global,bening,lainnya,lainnya,3.8333333333333335,3,0.23570226039551584,2,bubble wrap global bening 3.2kg 60 cm x 100 meter,train,0,1,0
11.412856250425914,0.0,3.2045000000000003,0.0,0.0,61.835,24.785,0.0,0.0,0.0,0.0,0.0,61.239999999999995,24.1,0.0,0.0,1.0,48.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,global,bening,lainnya,lainnya,4.0,2,0.0,1,bubble wrap global bening 3.2kg 60 cm x 25 meter,train,0,1,0
11.089791552891874,0.0,2.2,0.0,0.0,60.0,25.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,0.0,0.0,1.0,47.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,3.25,2,0.25,2,bubble wrap global hitam 2.2kg 60 cm x 25 meter,train,0,1,0
11.122687403321871,0.0,2.4435000000000002,0.0,0.0,124.305,25.555,0.0,0.0,0.0,0.0,0.0,126.075,24.685000000000002,0.0,0.0,1.0,48.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,4.0,2,0.0,1,bubble wrap global hitam 2.4kg 125 cm x 25 meter,train,0,1,0
10.87802156015778,0.0,2.4,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,1.0,47.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,3.75,2,0.25,2,bubble wrap global hitam 2.4kg 30 cm x 25 meter,train,0,1,0
10.820656,0.0,2.52,0.0,0.0,31.47,25.19,0.0,0.0,0.0,0.0,0.0,31.53,24.42,0.0,0.0,1.0,46.0,9.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,3.5,1,0.0,1,bubble wrap global hitam 2.4kg 30cm x 25 meter,train,0,1,0
11.458247762382879,0.0,2.3040000000000003,0.0,0.0,61.97,97.16499999999999,0.0,0.0,0.0,0.0,0.0,61.9,97.465,0.0,0.0,1.0,48.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,3.5,2,0.0,1,bubble wrap global hitam 2.4kg 60 cm x 100 meter,train,0,1,0
11.118386503269825,0.0,2.3415,0.0,0.0,60.81,24.585,0.0,0.0,0.0,0.0,0.0,59.4,24.235,0.0,0.0,1.0,47.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,4.0,2,0.0,1,bubble wrap global hitam 2.4kg 60 cm x 25 meter,train,0,1,0
11.044151,0.0,2.63,0.0,0.0,64.38,23.04,0.0,0.0,0.0,0.0,0.0,62.03,25.41,0.0,0.0,1.0,46.0,9.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,4.0,1,0.0,1,bubble wrap global hitam 2.4kg 60cm x 25 meter,train,0,1,0
11.156264806643742,0.0,2.7,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,1.0,47.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,3.5,1,0.0,1,bubble wrap global hitam 2.7kg 30 cm x 25 meter,train,0,1,0
11.465825,0.0,2.7,0.0,0.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,0.0,0.0,1.0,48.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,3.8,5,0.2449489742783178,2,bubble wrap global hitam 2.7kg 60 cm x 100 meter,train,0,1,0
11.273670439589832,0.0,2.776,0.0,0.0,59.875,24.4,0.0,0.0,0.0,0.0,0.0,60.525,25.450000000000003,0.0,0.0,1.0,47.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,3.5,4,0.0,1,bubble wrap global hitam 2.7kg 60 cm x 25 meter,train,0,1,0
11.643114,0.0,2.996,0.0,0.0,30.15,100.0,0.0,0.0,0.0,0.0,0.0,30.0,100.58,0.0,0.0,1.0,48.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,4.0,5,0.0,1,bubble wrap global hitam 3.0kg 30 cm x 100 meter,train,0,1,0
11.3411695,0.0,3.0084999999999997,0.0,0.0,30.895000000000003,49.045,0.0,0.0,0.0,0.0,0.0,29.729999999999997,47.175,0.0,0.0,1.0,45.0,8.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,4.0,2,0.0,1,bubble wrap global hitam 3.0kg 30 cmx50 meter,train,0,1,0
11.335754,0.0,3.202,0.0,0.0,30.26,46.05,0.0,0.0,0.0,0.0,0.0,28.12,49.1,0.0,0.0,1.0,45.0,8.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,4.0,1,0.0,1,bubble wrap global hitam 3.2kg 30 cmx50 meter,train,0,1,0
11.359079346730717,0.0,3.2625,0.0,0.0,60.95,24.54,0.0,0.0,0.0,0.0,0.0,60.120000000000005,25.6,0.0,0.0,1.0,47.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,3.5,2,0.0,1,bubble wrap global hitam 3.2kg 60 cm x 25 meter,train,0,1,0
11.38205,0.0,3.348,0.0,0.0,57.97,105.6,0.0,0.0,0.0,0.0,0.0,64.18,94.32,0.0,0.0,1.0,47.0,9.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,global,hitam,lainnya,lainnya,4.5,1,0.0,1,bubble wrap global hitam 3.2kg 60cm x 100 meter,train,0,1,0
11.293742442844874,0.0,2.1705,0.0,0.0,126.425,51.47,0.0,0.0,0.0,0.0,0.0,122.47,49.989999999999995,0.0,0.0,1.0,46.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,4.0,4,0.0,1,bubble wrap gmp bening 2.2kg 125 cm x 50 meter,train,0,1,0
11.242872,0.0,2.121,0.0,0.0,133.5,47.49,0.0,0.0,0.0,0.0,0.0,125.59,46.27,0.0,0.0,1.0,44.0,8.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,4.0,1,0.0,1,bubble wrap gmp bening 2.2kg 125 cmx50 meter,train,0,1,0
11.418826,0.0,2.1365,0.0,0.0,30.105,101.985,0.0,0.0,0.0,0.0,0.0,30.805,97.515,0.0,0.0,1.0,46.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,4.0,4,0.0,1,bubble wrap gmp bening 2.2kg 30 cm x 100 meter,train,0,1,0
11.259166,0.0,2.446,0.0,0.0,125.0,24.91,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,1.0,46.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,4.5,5,0.0,1,bubble wrap gmp bening 2.4kg 125 cm x 25 meter,train,0,1,0
11.367913999999999,0.0,2.4154999999999998,0.0,0.0,117.66,53.269999999999996,0.0,0.0,0.0,0.0,0.0,124.435,50.510000000000005,0.0,0.0,1.0,46.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,4.5,4,0.0,1,bubble wrap gmp bening 2.4kg 125 cm x 50 meter,train,0,1,0
11.305028,0.0,2.446,0.0,0.0,130.19,25.06,0.0,0.0,0.0,0.0,0.0,115.41,26.92,0.0,0.0,1.0,44.0,8.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,4.5,1,0.0,1,bubble wrap gmp bening 2.4kg 125 cmx25 meter,train,0,1,0
11.477105762382877,0.0,2.346,0.0,0.0,61.665,101.87,0.0,0.0,0.0,0.0,0.0,59.14,100.005,0.0,0.0,1.0,46.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,4.5,4,0.0,1,bubble wrap gmp bening 2.4kg 60 cm x 100 meter,train,0,1,0
11.112462823634855,0.0,2.4,0.0,0.0,60.0,25.0,0.0,0.0,0.0,0.0,0.0,60.0,25.0,0.0,0.0,1.0,45.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,4.0,1,0.0,1,bubble wrap gmp bening 2.4kg 60 cm x 25 meter,train,0,1,0
11.392319,0.0,2.446,0.0,0.0,60.84,107.14,0.0,0.0,0.0,0.0,0.0,63.89,100.04,0.0,0.0,1.0,44.0,8.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,4.5,1,0.0,1,bubble wrap gmp bening 2.4kg 60 cmx100 meter,train,0,1,0
11.082714,0.0,2.615,0.0,0.0,56.98,23.73,0.0,0.0,0.0,0.0,0.0,62.56,23.82,0.0,0.0,1.0,44.0,9.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,4.0,1,0.0,1,bubble wrap gmp bening 2.4kg 60cm x 25 meter,train,0,1,0
11.458754,0.0,2.334,0.0,0.0,63.43,93.88,0.0,0.0,0.0,0.0,0.0,59.78,95.24,0.0,0.0,1.0,43.0,7.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,4.5,1,0.0,1,bubble wrap gmp bening 2.4kg 60cmx100 meter,train,0,1,0
11.211833885608511,0.0,2.7,0.0,0.0,60.0,49.37,0.0,0.0,0.0,0.0,0.0,60.0,50.0,0.0,0.0,1.0,45.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,3.5,3,0.0,1,bubble wrap gmp bening 2.7kg 60 cm x 50 meter,train,0,1,0
11.255528894798445,0.0,3.002,0.0,0.0,120.3,24.085,0.0,0.0,0.0,0.0,0.0,122.595,25.4,0.0,0.0,1.0,46.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,4.0,2,0.0,1,bubble wrap gmp bening 3.0kg 125 cm x 25 meter,train,0,1,0
11.387652,0.0,3.0,0.0,0.0,118.28,50.0,0.0,0.0,0.0,0.0,0.0,125.0,53.52,0.0,0.0,1.0,46.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,4.0,3,0.0,1,bubble wrap gmp bening 3.0kg 125 cm x 50 meter,train,0,1,0
10.9943555,0.0,2.8745000000000003,0.0,0.0,56.82,25.200000000000003,0.0,0.0,0.0,0.0,0.0,59.28,25.1,0.0,0.0,1.0,43.0,8.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,4.5,2,0.0,1,bubble wrap gmp bening 3.0kg 60 cmx25 meter,train,0,1,0
11.458605824983842,0.0,3.053,0.0,0.0,124.77000000000001,24.405,0.0,0.0,0.0,0.0,0.0,120.53,25.925,0.0,0.0,1.0,46.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,4.0,2,0.0,1,bubble wrap gmp bening 3.2kg 125 cm x 25 meter,train,0,1,0
11.542493975902508,0.0,3.2,0.0,0.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,0.0,0.0,1.0,46.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,4.0,5,0.0,1,bubble wrap gmp bening 3.2kg 30 cm x 100 meter,train,0,1,0
11.283524879179666,0.0,3.2,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,1.0,45.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,bening,lainnya,lainnya,4.0,1,0.0,1,bubble wrap gmp bening 3.2kg 30 cm x 25 meter,train,0,1,0
11.019108253866008,0.0,2.0940000000000003,0.0,0.0,30.555,25.145,0.0,0.0,0.0,0.0,0.0,30.555,24.46,0.0,0.0,1.0,44.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,hitam,lainnya,lainnya,3.5,2,0.0,1,bubble wrap gmp hitam 2.2kg 30 cm x 25 meter,train,0,1,0
10.931785,0.0,2.204,0.0,0.0,30.0,53.29,0.0,0.0,0.0,0.0,0.0,31.25,48.19,0.0,0.0,1.0,44.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,hitam,lainnya,lainnya,4.5,3,0.0,1,bubble wrap gmp hitam 2.2kg 30 cm x 50 meter,train,0,1,0
10.87216,0.0,2.075,0.0,0.0,29.73,52.41,0.0,0.0,0.0,0.0,0.0,30.21,53.91,0.0,0.0,1.0,42.0,8.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,hitam,lainnya,lainnya,4.5,1,0.0,1,bubble wrap gmp hitam 2.2kg 30 cmx50 meter,train,0,1,0
11.38510345703214,0.0,2.2,0.0,0.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,0.0,0.0,1.0,45.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,hitam,lainnya,lainnya,3.5,1,0.0,1,bubble wrap gmp hitam 2.2kg 60 cm x 100 meter,train,0,1,0
11.466547,0.0,2.25,0.0,0.0,56.3,99.75,0.0,0.0,0.0,0.0,0.0,58.61,102.2,0.0,0.0,1.0,44.0,9.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,hitam,lainnya,lainnya,3.5,1,0.0,1,bubble wrap gmp hitam 2.2kg 60cm x 100 meter,train,0,1,0
11.289794413577894,0.0,2.4,0.0,0.0,123.52,25.0,0.0,0.0,0.0,0.0,0.0,119.05,25.0,0.0,0.0,1.0,45.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,hitam,lainnya,lainnya,4.5,3,0.0,1,bubble wrap gmp hitam 2.4kg 125 cm x 25 meter,train,0,1,0
11.290209284546165,0.0,2.723,0.0,0.0,128.185,50.254999999999995,0.0,0.0,0.0,0.0,0.0,123.685,50.730000000000004,0.0,0.0,1.0,45.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,hitam,lainnya,lainnya,4.0,2,0.0,1,bubble wrap gmp hitam 2.7kg 125 cm x 50 meter,train,0,1,0
11.433587,0.0,2.69,0.0,0.0,55.96,96.37,0.0,0.0,0.0,0.0,0.0,58.61,97.71,0.0,0.0,1.0,43.0,8.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,hitam,lainnya,lainnya,4.0,1,0.0,1,bubble wrap gmp hitam 2.7kg 60 cmx100 meter,train,0,1,0
11.244413,0.0,2.909,0.0,0.0,59.97,26.73,0.0,0.0,0.0,0.0,0.0,63.57,26.41,0.0,0.0,1.0,42.0,8.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,hitam,lainnya,lainnya,4.0,1,0.0,1,bubble wrap gmp hitam 2.7kg 60 cmx25 meter,train,0,1,0
11.418625774449598,0.0,3.0,0.0,0.0,125.0,25.13,0.0,0.0,0.0,0.0,0.0,124.34,24.77,0.0,0.0,1.0,45.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,hitam,lainnya,lainnya,4.0,3,0.0,1,bubble wrap gmp hitam 3.0kg 125 cm x 25 meter,train,0,1,0
11.570319403505984,0.0,2.981,0.0,0.0,125.0,50.0,0.0,0.0,0.0,0.0,0.0,123.825,50.0,0.0,0.0,1.0,45.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,hitam,lainnya,lainnya,4.25,4,0.25,2,bubble wrap gmp hitam 3.0kg 125 cm x 50 meter,train,0,1,0
11.319040706788947,0.0,2.8705,0.0,0.0,60.864999999999995,25.895,0.0,0.0,0.0,0.0,0.0,60.47,24.42,0.0,0.0,1.0,44.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,hitam,lainnya,lainnya,4.5,2,0.0,1,bubble wrap gmp hitam 3.0kg 60 cm x 25 meter,train,0,1,0
11.59712336782116,0.0,3.3834999999999997,0.0,0.0,30.18,99.095,0.0,0.0,0.0,0.0,0.0,30.865000000000002,100.295,0.0,0.0,1.0,45.0,10.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,hitam,lainnya,lainnya,3.5,6,0.0,1,bubble wrap gmp hitam 3.2kg 30 cm x 100 meter,train,0,1,0
11.242263,0.0,2.929,0.0,0.0,59.26,25.24,0.0,0.0,0.0,0.0,0.0,60.54,23.4,0.0,0.0,1.0,42.0,8.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,gmp,hitam,lainnya,lainnya,4.0,1,0.0,1,bubble wrap gmp hitam 3.2kg 60 cmx25 meter,train,0,1,0
10.950824090522444,1.0,2.2,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,1.0,52.0,11.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,non brand,bening,lainnya,lainnya,3.0,1,0.0,1,bubble wrap non brand bening 2.2kg 125 cm x 25 meter,train,0,1,0
11.289794413577894,1.0,2.2,0.0,0.0,60.0,100.0,0.0,0.0,0.0,0.0,0.0,60.0,100.0,0.0,0.0,1.0,52.0,11.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,non brand,bening,lainnya,lainnya,3.0,1,0.0,1,bubble wrap non brand bening 2.2kg 60 cm x 100 meter,train,0,1,0
11.170449240431308,1.0,2.4,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,1.0,52.0,11.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,non brand,bening,lainnya,lainnya,2.5,1,0.0,1,bubble wrap non brand bening 2.4kg 125 cm x 25 meter,train,0,1,0
10.86049536954965,1.0,2.4,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,1.0,51.0,11.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,non brand,bening,lainnya,lainnya,3.25,2,0.25,2,bubble wrap non brand bening 2.4kg 30 cm x 25 meter,train,0,1,0
11.1981,1.0,2.459,0.0,0.0,57.98,25.0,0.0,0.0,0.0,0.0,0.0,56.44,25.0,0.0,0.0,1.0,51.0,11.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,non brand,bening,lainnya,lainnya,3.5,3,0.0,1,bubble wrap non brand bening 2.4kg 60 cm x 25 meter,train,0,1,0
11.12684,1.0,2.7,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,1.0,52.0,11.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,non brand,bening,lainnya,lainnya,3.5,3,0.0,1,bubble wrap non brand bening 2.7kg 125 cm x 25 meter,train,0,1,0
11.251573687764475,1.0,2.7,0.0,0.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,0.0,0.0,1.0,52.0,11.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,non brand,bening,lainnya,lainnya,3.0,1,0.0,1,bubble wrap non brand bening 2.7kg 30 cm x 100 meter,train,0,1,0
11.393496,1.0,2.822,0.0,0.0,63.97,94.61,0.0,0.0,0.0,0.0,0.0,57.88,95.95,0.0,0.0,1.0,50.0,9.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,non brand,bening,lainnya,lainnya,3.5,1,0.0,1,bubble wrap non brand bening 2.7kg 60 cmx100 meter,train,0,1,0
11.38510345703214,1.0,3.0,0.0,0.0,125.0,25.0,0.0,0.0,0.0,0.0,0.0,125.0,25.0,0.0,0.0,1.0,52.0,11.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,non brand,bening,lainnya,lainnya,2.9,5,0.4898979485566356,2,bubble wrap non brand bening 3.0kg 125 cm x 25 meter,train,0,1,0
11.390769130367213,1.0,3.0,0.0,0.0,30.0,100.0,0.0,0.0,0.0,0.0,0.0,30.0,100.0,0.0,0.0,1.0,52.0,11.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,non brand,bening,lainnya,lainnya,3.0,1,0.0,1,bubble wrap non brand bening 3.0kg 30 cm x 100 meter,train,0,1,0
11.0186455364637,1.0,3.0,0.0,0.0,30.0,25.0,0.0,0.0,0.0,0.0,0.0,30.0,25.0,0.0,0.0,1.0,51.0,11.0,0.0,0.0,0.0,0.0,Pelindung Kemasan,bubble_wrap,bubble wrap,non brand,bening,lainnya,lainnya,3.5,1,0.0,1,bubble wrap non brand bening 3.0kg 30 cm x 25 meter,train,0,1,0
